##Supplementary Table 1. Accession numbers of YKOC colonies sequenced.		
##LEGEND		
##Deletion_Strain	Unique ID identifying the KO strain from which colonies were derived	
##SD_code	Unique ID identifying a single colony	
##ERS accession number	Accession code to download data from the European Nucleotide Archive	
#Deletion_Strain	SD_code	ERS accession number
Del2448_HAP2	SD3310b2	ERS952400
Del2449_DOC1	SD3311b	ERS952401
Del2449_DOC1	SD3311b2	ERS952402
Del2450_KAP114	SD3312b	ERS952403
Del2450_KAP114	SD3312b2	ERS952404
Del2451_YGL242C	SD3313b	ERS952405
Del2451_YGL242C	SD3313b2	ERS952406
Del2452_TAD1	SD3314b	ERS952407
Del2452_TAD1	SD3314b2	ERS952408
Del2453_RTF1	SD3315b	ERS952409
Del2453_RTF1	SD3315b2	ERS952410
Del2454_RAI1	SD3316b	ERS1042837
Del2454_RAI1	SD3316b2	ERS1042838
Del2455_PDE1	SD3317b	ERS952411
Del2455_PDE1	SD3317b2	ERS952412
Del2456_ZIP2	SD3318b	ERS952413
Del2456_ZIP2	SD3318b2	ERS952414
Del2457_RMR1	SD3319b	ERS952415
Del2457_RMR1	SD3319b2	ERS952416
Del2458_HFM1	SD3320b	ERS952417
Del2458_HFM1	SD3320b2	ERS952418
Del2459_RTG2	SD3321b	ERS952419
Del2459_RTG2	SD3321b2	ERS952420
Del2460_HXK2	SD3322b	ERS952421
Del2460_HXK2	SD3322b2	ERS952422
Del2461_FZF1	SD3323b	ERS952423
Del2461_FZF1	SD3323b2	ERS952424
Del2462_ZRT1	SD3324b	ERS952425
Del2462_ZRT1	SD3324b2	ERS952426
Del2463_ADH4	SD3325b	ERS952427
Del2463_ADH4	SD3325b2	ERS952428
Del2464_MNT2	SD3326b	ERS952429
Del2464_MNT2	SD3326b2	ERS952430
Del2465_VEL1	SD3327b	ERS952431
Del2465_VEL1	SD3327b2	ERS952432
Del2466_YPS5	SD3328b	ERS952433
Del2466_YPS5	SD3328b2	ERS952434
Del2467_YGL260W	SD3329b2	ERS952436
Del2468_PAU11	SD3330b	ERS952437
Del2468_PAU11	SD3330b2	ERS952438
Del2469_YGL262W	SD3331b	ERS952439
Del2469_YGL262W	SD3331b2	ERS952440
Del2470_COS12	SD3332b	ERS952441
Del2470_COS12	SD3332b2	ERS952442
Del2471_AML1	SD3333b	ERS952444
Del2471_AML1	SD3333b2	ERS952445
Del2472_CUL3	SD3334b	ERS952446
Del2472_CUL3	SD3334b2	ERS952447
Del2473_PEX31	SD3335b	ERS952448
Del2473_PEX31	SD3335b2	ERS952449
Del2475_ECT1	SD3337b	ERS952450
Del2475_ECT1	SD3337b2	ERS952451
Del2476_STF2	SD3338b	ERS952452
Del2476_STF2	SD3338b2	ERS952453
Del2477_NMA2	SD3339b	ERS952972
Del2477_NMA2	SD3339b2	ERS952973
Del2478_YGR012W	SD3340b	ERS952454
Del2478_YGR012W	SD3340b2	ERS952455
Del2479_MSB2	SD3341b	ERS952456
Del2479_MSB2	SD3341b2	ERS952457
Del2480_YGR015C	SD3342b	ERS1019386
Del2480_YGR015C	SD3342b2	ERS1019387
Del2482_YGR017W	SD3343b	ERS952460
Del2482_YGR017W	SD3343b2	ERS952461
Del2482_YGR017W	SD3344b	ERS952462
Del2482_YGR017W	SD3344b2	ERS952463
Del2483_UGA1	SD3345b	ERS952464
Del2483_UGA1	SD3345b2	ERS952465
Del2485_YGR021W	SD3347b	ERS952468
Del2485_YGR021W	SD3347b2	ERS952469
Del2486_MTL1	SD3348b	ERS952470
Del2486_MTL1	SD3348b2	ERS952471
Del2487_YGR026W	SD3349b	ERS952472
Del2487_YGR026W	SD3349b2	ERS952473
Del2488_RPS25A	SD3350b	ERS952474
Del2488_RPS25A	SD3350b2	ERS952475
Del2489_IMO32	SD3351b	ERS952476
Del2489_IMO32	SD3351b2	ERS952477
Del2490_TIM21	SD3352b	ERS952478
Del2490_TIM21	SD3352b2	ERS952479
Del2491_RPL26B	SD3353b	ERS952480
Del2491_RPL26B	SD3353b2	ERS952481
Del2492_YGR035C	SD3354b	ERS952482
Del2492_YGR035C	SD3354b2	ERS952483
Del2493_CAX4	SD3355b	ERS1019440
Del2493_CAX4	SD3355b2	ERS1019441
Del2494_ACB1	SD3356b	ERS952486
Del2494_ACB1	SD3356b2	ERS952487
Del2495_YGR039W	SD3357b	ERS952488
Del2495_YGR039W	SD3357b2	ERS952489
Del2496_BUD9	SD3358b2	ERS952491
Del2497_MTE1	SD3359b	ERS952492
Del2497_MTE1	SD3359b2	ERS952493
Del2498_NQM1	SD3360b	ERS952494
Del2498_NQM1	SD3360b2	ERS952495
Del2499_RME1	SD3361b	ERS952496
Del2499_RME1	SD3361b2	ERS952497
Del2500_YGR045C	SD3362b	ERS952498
Del2500_YGR045C	SD3362b2	ERS952499
Del2501_SCM4	SD3363b	ERS952500
Del2501_SCM4	SD3363b2	ERS952501
Del2502_YGR051C	SD3364b	ERS952502
Del2502_YGR051C	SD3364b2	ERS952503
Del2503_FMP48	SD3365b	ERS952504
Del2503_FMP48	SD3365b2	ERS952505
Del2504_YGR054W	SD3366b	ERS952506
Del2504_YGR054W	SD3366b2	ERS952507
Del2505_MUP1	SD3367b	ERS952508
Del2505_MUP1	SD3367b2	ERS952509
Del2506_RSC1	SD3368b	ERS952510
Del2506_RSC1	SD3368b2	ERS952511
Del2507_LST7	SD3369b	ERS952512
Del2507_LST7	SD3369b2	ERS952513
Del2508_PEF1	SD3370b	ERS952514
Del2508_PEF1	SD3370b2	ERS952515
Del2509_SPR3	SD3371b	ERS952516
Del2509_SPR3	SD3371b2	ERS952517
Del2510_ADE6	SD3372b	ERS952518
Del2510_ADE6	SD3372b2	ERS952519
Del2511_COX18	SD3373b	ERS1019388
Del2511_COX18	SD3373b2	ERS1019389
Del2512_YGR064W	SD3374b	ERS952522
Del2512_YGR064W	SD3374b2	ERS952523
Del2513_YGR066C	SD3375b	ERS952524
Del2513_YGR066C	SD3375b2	ERS952525
Del2514_YGR067C	SD3376b	ERS952526
Del2514_YGR067C	SD3376b2	ERS952527
Del2515_ART5	SD3377b	ERS952528
Del2515_ART5	SD3377b2	ERS952529
Del2516_YGR069W	SD3378b	ERS952530
Del2516_YGR069W	SD3378b2	ERS952531
Del2517_ROM1	SD3379b	ERS952532
Del2517_ROM1	SD3379b2	ERS952533
Del2518_ENV11	SD3380b	ERS952534
Del2518_ENV11	SD3380b2	ERS952535
Del2519_UPF3	SD3381b	ERS952536
Del2519_UPF3	SD3381b2	ERS952537
Del2520_MRPL25	SD3382b	ERS952538
Del2520_MRPL25	SD3382b2	ERS952539
Del2521_PEX8	SD3383b	ERS952540
Del2521_PEX8	SD3383b2	ERS952541
Del2522_PAC10	SD3384b	ERS952542
Del2522_PAC10	SD3384b2	ERS952543
Del2523_YGR079W	SD3385b	ERS952544
Del2523_YGR079W	SD3385b2	ERS952545
Del2524_TWF1	SD3386b	ERS952546
Del2524_TWF1	SD3386b2	ERS952547
Del2525_SLX9	SD3387b	ERS952548
Del2525_SLX9	SD3387b2	ERS952549
Del2526_MRP13	SD3388b	ERS952550
Del2526_MRP13	SD3388b2	ERS952551
Del2527_RPL11B	SD3389b	ERS1019390
Del2527_RPL11B	SD3389b2	ERS1019391
Del2528_PDC6	SD3390b	ERS952458
Del2528_PDC6	SD3390b2	ERS952459
Del2529_CTT1	SD3391b	ERS952466
Del2530_TPC1	SD3392b	ERS952484
Del2530_TPC1	SD3392b2	ERS952485
Del2531_ASK10	SD3393b	ERS952520
Del2531_ASK10	SD3393b2	ERS952521
Del2532_MDR1	SD3394b	ERS952552
Del2532_MDR1	SD3394b2	ERS952553
Del2533_PCP1	SD3395b	ERS952554
Del2533_PCP1	SD3395b2	ERS952555
Del2534_GTF1	SD3396b	ERS1019392
Del2534_GTF1	SD3396b2	ERS1019393
Del2535_SRB5	SD3397b	ERS1019394
Del2535_SRB5	SD3397b2	ERS1019395
Del2536_VMA21	SD3398b	ERS952560
Del2536_VMA21	SD3398b2	ERS952561
Del2537_YGR107W	SD3399b	ERS952562
Del2537_YGR107W	SD3399b2	ERS952563
Del2538_CLB1	SD3400b	ERS952564
Del2538_CLB1	SD3400b2	ERS952565
Del2539_CLB6	SD3401b	ERS952566
Del2539_CLB6	SD3401b2	ERS952567
Del2540_YGR111W	SD3402b	ERS952568
Del2540_YGR111W	SD3402b2	ERS952569
Del2541_SHY1	SD3403b	ERS952570
Del2541_SHY1	SD3403b2	ERS952571
Del2542_RPS23A	SD3404b	ERS952572
Del2542_RPS23A	SD3404b2	ERS952573
Del2543_MEP1	SD3405b	ERS952574
Del2543_MEP1	SD3405b2	ERS952575
Del2544_YGR122W	SD3406b	ERS1019396
Del2544_YGR122W	SD3406b2	ERS1019397
Del2545_PPT1	SD3407b	ERS952578
Del2545_PPT1	SD3407b2	ERS952579
Del2546_ASN2	SD3408b	ERS952580
Del2546_ASN2	SD3408b2	ERS952581
Del2547_YGR125W	SD3409b	ERS952582
Del2547_YGR125W	SD3409b2	ERS952583
Del2548_YGR126W	SD3410b	ERS952584
Del2548_YGR126W	SD3410b2	ERS952585
Del2549_YGR127W	SD3411b	ERS952586
Del2549_YGR127W	SD3411b2	ERS952587
Del2550_SYF2	SD3412b	ERS952588
Del2550_SYF2	SD3412b2	ERS952589
Del2551_YGR130C	SD3413b	ERS952590
Del2551_YGR130C	SD3413b2	ERS952591
Del2552_FHN1	SD3414b	ERS952592
Del2552_FHN1	SD3414b2	ERS952593
Del2553_PHB1	SD3415b	ERS1019398
Del2553_PHB1	SD3415b2	ERS1019399
Del2554_PEX4	SD3416b	ERS952596
Del2554_PEX4	SD3416b2	ERS952597
Del2555_PRE9	SD3417b	ERS952598
Del2556_LSB1	SD3418b	ERS952600
Del2556_LSB1	SD3418b2	ERS952601
Del2557_YGR137W	SD3419b	ERS952602
Del2557_YGR137W	SD3419b2	ERS952603
Del2558_TPO2	SD3420b	ERS952604
Del2558_TPO2	SD3420b2	ERS952605
Del2559_YGR139W	SD3421b	ERS952606
Del2559_YGR139W	SD3421b2	ERS952607
Del2560_VPS62	SD3422b	ERS952608
Del2560_VPS62	SD3422b2	ERS952609
Del2561_BTN2	SD3423b	ERS952610
Del2561_BTN2	SD3423b2	ERS952611
Del2562_SKN1	SD3424b	ERS952612
Del2562_SKN1	SD3424b2	ERS952613
Del2563_THI4	SD3425b	ERS952614
Del2563_THI4	SD3425b2	ERS952615
Del2564_ECL1	SD3426b	ERS952616
Del2564_ECL1	SD3426b2	ERS952617
Del2565_RPL24B	SD3427b	ERS952618
Del2565_RPL24B	SD3427b2	ERS952619
Del2566_YGR149W	SD3428b	ERS952620
Del2566_YGR149W	SD3428b2	ERS952621
Del2567_CCM1	SD3429b	ERS952622
Del2567_CCM1	SD3429b2	ERS952623
Del2568_YGR151C	SD3430b	ERS952624
Del2568_YGR151C	SD3430b2	ERS952625
Del2569_RSR1	SD3431b	ERS952626
Del2569_RSR1	SD3431b2	ERS952627
Del2570_YGR153W	SD3432b	ERS952628
Del2570_YGR153W	SD3432b2	ERS952629
Del2571_GTO1	SD3433b	ERS952630
Del2571_GTO1	SD3433b2	ERS952631
Del2572_CHO2	SD3434b	ERS952632
Del2572_CHO2	SD3434b2	ERS952633
Del2573_NSR1	SD3435b2	ERS1019443
Del2572_CHO2	SD3436b	ERS952636
Del2572_CHO2	SD3436b2	ERS952637
Del2575_RTS3	SD3437b	ERS952638
Del2575_RTS3	SD3437b2	ERS952639
Del2576_GTR2	SD3438b	ERS1019444
Del2576_GTR2	SD3438b2	ERS1019445
Del2577_YGR164W	SD3439b	ERS1019400
Del2577_YGR164W	SD3439b2	ERS1019401
Del2578_MRPS35	SD3440b	ERS1042839
Del2578_MRPS35	SD3440b2	ERS1042840
Del2579_TRS65	SD3441b	ERS952646
Del2579_TRS65	SD3441b2	ERS952647
Del2566_YGR149W	SD3442b	ERS952648
Del2566_YGR149W	SD3442b2	ERS952649
Del2581_YGR168C	SD3443b	ERS952556
Del2581_YGR168C	SD3443b2	ERS952557
Del2582_PUS6	SD3444b	ERS952558
Del2583_PSD2	SD3445b	ERS952576
Del2583_PSD2	SD3445b2	ERS952577
Del2584_MSM1	SD3446b	ERS952594
Del2584_MSM1	SD3446b2	ERS952595
Del2585_RBG2	SD3447b	ERS952634
Del2585_RBG2	SD3447b2	ERS952635
Del2586_CBP4	SD3448b	ERS952640
Del2586_CBP4	SD3448b2	ERS952641
Del2587_YGR176W	SD3449b	ERS952642
Del2587_YGR176W	SD3449b2	ERS952643
Del2588_ATF2	SD3450b	ERS952644
Del2588_ATF2	SD3450b2	ERS952645
Del2589_PBP1	SD3451b3	ERS1041237
Del2589_PBP1	SD3451b4	ERS1041238
Del2589_PBP1	SD3452b3	ERS1041239
Del2589_PBP1	SD3452b4	ERS1041240
Del2591_TIM13	SD3453b3	ERS1041241
Del2591_TIM13	SD3453b4	ERS1041242
Del2592_YGR182C	SD3454b3	ERS1041243
Del2592_YGR182C	SD3454b4	ERS1041244
Del2592_YGR182C	SD3455b3	ERS1041245
Del2592_YGR182C	SD3455b4	ERS1041246
Del2594_UBR1	SD3456b3	ERS1041247
Del2594_UBR1	SD3456b4	ERS1041248
Del2595_HGH1	SD3457b3	ERS1041249
Del2596_CRH1	SD3458b3	ERS1041251
Del2596_CRH1	SD3458b4	ERS1041252
Del2597_TDH3	SD3459b3	ERS1041253
Del2597_TDH3	SD3459b4	ERS1041254
Del2598_PDX1	SD3460b3	ERS1041255
Del2598_PDX1	SD3460b4	ERS1041256
Del2599_XKS1	SD3461b3	ERS1041257
Del2599_XKS1	SD3461b4	ERS1041258
Del2600_FYV8	SD3462b3	ERS1041259
Del2600_FYV8	SD3462b4	ERS1041260
Del2601_SNG1	SD3463b3	ERS1041261
Del2601_SNG1	SD3463b4	ERS1041262
Del2602_PMT6	SD3464b3	ERS1041263
Del2602_PMT6	SD3464b4	ERS1041264
Del2604_PCT1	SD3466b4	ERS1041268
Del2605_YCH1	SD3467b3	ERS1041269
Del2605_YCH1	SD3467b4	ERS1041270
Del2606_TDA10	SD3468b3	ERS1041271
Del2606_TDA10	SD3468b4	ERS1041272
Del2607_MVB12	SD3469b3	ERS1041273
Del2607_MVB12	SD3469b4	ERS1041274
Del2608_CIR1	SD3470b3	ERS1041275
Del2608_CIR1	SD3470b4	ERS1041276
Del2610_TRX2	SD3471b	ERS1076712
Del2610_TRX2	SD3471b2	ERS1076713
Del2610_TRX2	SD3472b3	ERS1041279
Del2610_TRX2	SD3472b4	ERS1041280
Del2611_SLI1	SD3473b3	ERS1041281
Del2611_SLI1	SD3473b4	ERS1041282
Del2612_RTA1	SD3474b3	ERS1041283
Del2612_RTA1	SD3474b4	ERS1041284
Del2613_RPS0A	SD3475b3	ERS1041285
Del2613_RPS0A	SD3475b4	ERS1041286
Del2614_RSM27	SD3476b3	ERS1041287
Del2614_RSM27	SD3476b4	ERS1041288
Del2615_CCH1	SD3477b3	ERS1041289
Del2615_CCH1	SD3477b4	ERS1041290
Del2616_ARN2	SD3478b3	ERS1041291
Del2616_ARN2	SD3478b4	ERS1041292
Del2617_PAU13	SD3479b3	ERS1041293
Del2617_PAU13	SD3479b4	ERS1041294
Del2618_YHL045W	SD3480b3	ERS1041295
Del2618_YHL045W	SD3480b4	ERS1041296
Del2619_YHL044W	SD3481b3	ERS1041297
Del2619_YHL044W	SD3481b4	ERS1041298
Del2620_ECM34	SD3482b3	ERS1041299
Del2620_ECM34	SD3482b4	ERS1041300
Del2621_YHL042W	SD3483b3	ERS1041301
Del2621_YHL042W	SD3483b4	ERS1041302
Del2622_YHL041W	SD3484b3	ERS1041303
Del2622_YHL041W	SD3484b4	ERS1041304
Del2623_ARN1	SD3485b3	ERS1041305
Del2623_ARN1	SD3485b4	ERS1041306
Del2624_CBP2	SD3486b	ERS1019402
Del2624_CBP2	SD3486b2	ERS1019403
Del2625_YHL037C	SD3487b3	ERS1041309
Del2626_MUP3	SD3488b3	ERS1041311
Del2626_MUP3	SD3488b4	ERS1041312
Del2627_VMR1	SD3489b3	ERS1041313
Del2627_VMR1	SD3489b4	ERS1041314
Del2628_SBP1	SD3490b3	ERS1041315
Del2628_SBP1	SD3490b4	ERS1041316
Del2629_RPL8A	SD3491b3	ERS1041317
Del2629_RPL8A	SD3491b4	ERS1041318
Del2630_GUT1	SD3492b3	ERS1041319
Del2630_GUT1	SD3492b4	ERS1041320
Del2631_GOS1	SD3493b3	ERS1041321
Del2631_GOS1	SD3493b4	ERS1041322
Del2632_ECM29	SD3494b3	ERS1041323
Del2632_ECM29	SD3494b4	ERS1041324
Del2633_OCA5	SD3495b3	ERS1041325
Del2633_OCA5	SD3495b4	ERS1041326
Del2634_WSC4	SD3496b3	ERS1041327
Del2634_WSC4	SD3496b4	ERS1041328
Del2635_RIM101	SD3497b3	ERS1041329
Del2635_RIM101	SD3497b4	ERS1041330
Del2636_YHL026C	SD3498b3	ERS1041331
Del2636_YHL026C	SD3498b4	ERS1041332
Del2637_NPR3	SD3499b3	ERS1041277
Del2637_NPR3	SD3499b4	ERS1041278
Del2638_SPO11	SD3500b3	ERS1041307
Del2638_SPO11	SD3500b4	ERS1041308
Del2639_AIM17	SD3501b	ERS952764
Del2639_AIM17	SD3501b2	ERS952765
Del2640_OPI1	SD3502b	ERS952768
Del2640_OPI1	SD3502b2	ERS952769
Del2641_APM2	SD3503b	ERS952796
Del2641_APM2	SD3503b2	ERS952797
Del2642_YHL017W	SD3504b	ERS952810
Del2642_YHL017W	SD3504b2	ERS952811
Del2643_DUR3	SD3505b	ERS952852
Del2643_DUR3	SD3505b2	ERS952853
Del2644_YLF2	SD3506b	ERS952882
Del2644_YLF2	SD3506b2	ERS952883
Del2645_OTU2	SD3507b	ERS952912
Del2645_OTU2	SD3507b2	ERS952913
Del2646_YHL012W	SD3508b	ERS952918
Del2646_YHL012W	SD3508b2	ERS952919
Del2647_ETP1	SD3509b	ERS952922
Del2647_ETP1	SD3509b2	ERS952923
Del2648_YAP3	SD3510b	ERS952930
Del2648_YAP3	SD3510b2	ERS952931
Del2649_YHL008C	SD3511b	ERS953000
Del2650_STE20	SD3512b	ERS953002
Del2650_STE20	SD3512b2	ERS953003
Del2651_SHU1	SD3513b	ERS953004
Del2651_SHU1	SD3513b2	ERS953005
Del2652_YHL005C	SD3514b	ERS953006
Del2652_YHL005C	SD3514b2	ERS953007
Del2653_LAG1	SD3515b	ERS953008
Del2653_LAG1	SD3515b2	ERS953009
Del2654_QCR10	SD3516b	ERS953010
Del2654_QCR10	SD3516b2	ERS953011
Del2655_RPL27A	SD3517b2	ERS1019449
Del2656_DIA4	SD3518b	ERS953012
Del2656_DIA4	SD3518b2	ERS953013
Del2657_VPS29	SD3519b	ERS953014
Del2657_VPS29	SD3519b2	ERS953015
Del2658_ARD1	SD3520b	ERS953016
Del2658_ARD1	SD3520b2	ERS953017
Del2659_SPO13	SD3521b	ERS953018
Del2659_SPO13	SD3521b2	ERS953019
Del2660_MIP6	SD3522b	ERS1042083
Del2661_ARG4	SD3523b	ERS953020
Del2661_ARG4	SD3523b2	ERS953021
Del2662_RPS27B	SD3524b	ERS953022
Del2662_RPS27B	SD3524b2	ERS953023
Del2663_YHR022C	SD3525b	ERS953024
Del2663_YHR022C	SD3525b2	ERS953025
Del2664_DAP2	SD3526b	ERS953026
Del2664_DAP2	SD3526b2	ERS953027
Del2665_YHI9	SD3527b	ERS953028
Del2665_YHI9	SD3527b2	ERS953029
Del2666_SLT2	SD3528b	ERS953030
Del2666_SLT2	SD3528b2	ERS953031
Del2667_RRM3	SD3529b	ERS947652
Del2667_RRM3	SD3529b2	ERS947653
Del2668_YHR033W	SD3530b	ERS953032
Del2668_YHR033W	SD3530b2	ERS953033
Del2669_PIH1	SD3531b	ERS953034
Del2669_PIH1	SD3531b2	ERS953035
Del2670_NEL1	SD3532b	ERS953036
Del2670_NEL1	SD3532b2	ERS953037
Del2671_PUT2	SD3533b	ERS953038
Del2671_PUT2	SD3533b2	ERS953039
Del2672_RRF1	SD3534b	ERS953040
Del2672_RRF1	SD3534b2	ERS953041
Del2673_MSC7	SD3535b	ERS952746
Del2673_MSC7	SD3535b2	ERS952747
Del2674_DOG2	SD3536b	ERS952748
Del2674_DOG2	SD3536b2	ERS952749
Del2675_DOG1	SD3537b	ERS952750
Del2675_DOG1	SD3537b2	ERS952751
Del2676_INM1	SD3538b	ERS952752
Del2676_INM1	SD3538b2	ERS952753
Del2677_AAP1	SD3539b	ERS952754
Del2677_AAP1	SD3539b2	ERS952755
Del2678_YHK8	SD3540b	ERS952756
Del2678_YHK8	SD3540b2	ERS952757
Del2679_FSH1	SD3541b	ERS952758
Del2679_FSH1	SD3541b2	ERS952759
Del2680_YHR049C-A	SD3542b	ERS952760
Del2680_YHR049C-A	SD3542b2	ERS952761
Del2681_SMF2	SD3543b	ERS952762
Del2681_SMF2	SD3543b2	ERS952763
Del2682_COX6	SD3544b2	ERS1019451
Del2683_CPR2	SD3545b	ERS952766
Del2683_CPR2	SD3545b2	ERS952767
Del2685_GIC1	SD3547b	ERS952770
Del2685_GIC1	SD3547b2	ERS952771
Del2686_SSF1	SD3548b	ERS952772
Del2686_SSF1	SD3548b2	ERS952773
Del2687_OSH3	SD3549b	ERS952774
Del2687_OSH3	SD3549b2	ERS952775
Del2688_PPE1	SD3550b	ERS952776
Del2688_PPE1	SD3550b2	ERS952777
Del2689_PTC7	SD3551b	ERS952778
Del2689_PTC7	SD3551b2	ERS952779
Del2690_NMD2	SD3552b2	ERS952781
Del2691_YHR078W	SD3553b	ERS952782
Del2691_YHR078W	SD3553b2	ERS952783
Del2692_IRE1	SD3554b	ERS952784
Del2692_IRE1	SD3554b2	ERS952785
Del2693_YHR080C	SD3555b	ERS952786
Del2693_YHR080C	SD3555b2	ERS952787
Del2694_LRP1	SD3556b	ERS952788
Del2695_KSP1	SD3557b	ERS952790
Del2695_KSP1	SD3557b2	ERS952791
Del2696_NAM8	SD3558b	ERS952792
Del2696_NAM8	SD3558b2	ERS952793
Del2697_RTC3	SD3559b	ERS952794
Del2697_RTC3	SD3559b2	ERS952795
Del2699_HXT4	SD3561b	ERS952798
Del2699_HXT4	SD3561b2	ERS952799
Del2700_AHT1	SD3562b	ERS952800
Del2700_AHT1	SD3562b2	ERS952801
Del2701_HXT1	SD3563b	ERS952802
Del2701_HXT1	SD3563b2	ERS952803
Del2702_YHR095W	SD3564b	ERS952804
Del2702_YHR095W	SD3564b2	ERS952805
Del2703_HXT5	SD3565b	ERS952806
Del2703_HXT5	SD3565b2	ERS952807
Del2704_YHR097C	SD3566b	ERS952808
Del2704_YHR097C	SD3566b2	ERS952809
Del2705_GEP4	SD3567b	ERS1019404
Del2705_GEP4	SD3567b2	ERS1019405
Del2706_SBE22	SD3568b	ERS952812
Del2706_SBE22	SD3568b2	ERS952813
Del2707_GRE3	SD3569b	ERS952814
Del2707_GRE3	SD3569b2	ERS952815
Del2708_YPT35	SD3570b	ERS952816
Del2708_YPT35	SD3570b2	ERS952817
Del2709_TRR2	SD3571b	ERS952818
Del2709_TRR2	SD3571b2	ERS952819
Del2710_GGA2	SD3572b	ERS952820
Del2710_GGA2	SD3572b2	ERS952821
Del2711_CTM1	SD3573b	ERS952822
Del2711_CTM1	SD3573b2	ERS952823
Del2712_ERP5	SD3574b	ERS952824
Del2712_ERP5	SD3574b2	ERS952825
Del2713_UBA4	SD3575b	ERS952826
Del2713_UBA4	SD3575b2	ERS952827
Del2714_YHR112C	SD3576b	ERS952828
Del2714_YHR112C	SD3576b2	ERS952829
Del2715_APE4	SD3577b	ERS952830
Del2715_APE4	SD3577b2	ERS952831
Del2716_BZZ1	SD3578b	ERS952832
Del2716_BZZ1	SD3578b2	ERS952833
Del2717_DMA1	SD3579b	ERS952834
Del2717_DMA1	SD3579b2	ERS952835
Del2718_COX23	SD3580b	ERS952836
Del2718_COX23	SD3580b2	ERS952837
Del2719_TOM71	SD3581b	ERS952838
Del2719_TOM71	SD3581b2	ERS952839
Del2720_MSH1	SD3582b	ERS952840
Del2720_MSH1	SD3582b2	ERS952841
Del2721_LSM12	SD3583b	ERS952842
Del2721_LSM12	SD3583b2	ERS952843
Del2722_EPT1	SD3584b	ERS952844
Del2722_EPT1	SD3584b2	ERS952845
Del2723_NDT80	SD3585b	ERS952846
Del2723_NDT80	SD3585b2	ERS952847
Del2724_YHR125W	SD3586b	ERS952848
Del2724_YHR125W	SD3586b2	ERS952849
Del2725_ANS1	SD3587b	ERS952850
Del2725_ANS1	SD3587b2	ERS952851
Del2726_ARP1	SD3588b	ERS1041879
Del2726_ARP1	SD3588b2	ERS1041880
Del2727_YHR130C	SD3589b	ERS952854
Del2728_ECM14	SD3590b	ERS952856
Del2728_ECM14	SD3590b2	ERS952857
Del2729_NSG1	SD3591b	ERS952858
Del2729_NSG1	SD3591b2	ERS952859
Del2730_WSS1	SD3592b	ERS952860
Del2730_WSS1	SD3592b2	ERS952861
Del2731_YCK1	SD3593b	ERS952862
Del2731_YCK1	SD3593b2	ERS952863
Del2732_SPL2	SD3594b	ERS952864
Del2732_SPL2	SD3594b2	ERS952865
Del2733_ARO9	SD3595b	ERS952866
Del2733_ARO9	SD3595b2	ERS952867
Del2734_YHR138C	SD3596b	ERS952868
Del2734_YHR138C	SD3596b2	ERS952869
Del2735_SPS100	SD3597b	ERS952870
Del2735_SPS100	SD3597b2	ERS952871
Del2736_YHR139C-A	SD3598b	ERS952872
Del2736_YHR139C-A	SD3598b2	ERS952873
Del2737_CHS7	SD3599b	ERS952874
Del2737_CHS7	SD3599b2	ERS952875
Del2738_DSE2	SD3600b	ERS952876
Del2738_DSE2	SD3600b2	ERS952877
Del2739_MRPL6	SD3601b	ERS952878
Del2739_MRPL6	SD3601b2	ERS952879
Del2740_PEX28	SD3602b	ERS952880
Del2740_PEX28	SD3602b2	ERS952881
Del2742_SPO12	SD3604b	ERS952884
Del2742_SPO12	SD3604b2	ERS952885
Del2743_SPO16	SD3605b	ERS952886
Del2743_SPO16	SD3605b2	ERS952887
Del2744_RTT107	SD3606b	ERS952888
Del2744_RTT107	SD3606b2	ERS952889
Del2745_YSP1	SD3607b	ERS952890
Del2745_YSP1	SD3607b2	ERS952891
Del2746_LIN1	SD3608b	ERS952892
Del2746_LIN1	SD3608b2	ERS952893
Del2747_REC104	SD3609b	ERS952894
Del2747_REC104	SD3609b2	ERS952895
Del2748_KEL1	SD3610b	ERS952896
Del2748_KEL1	SD3610b2	ERS952897
Del2749_TDA11	SD3611b	ERS952898
Del2749_TDA11	SD3611b2	ERS952899
Del2750_PEX18	SD3612b	ERS952900
Del2750_PEX18	SD3612b2	ERS952901
Del2751_YAP1801	SD3613b	ERS952902
Del2751_YAP1801	SD3613b2	ERS952903
Del2752_SOL3	SD3614b	ERS952904
Del2752_SOL3	SD3614b2	ERS952905
Del2753_THP2	SD3615b	ERS952906
Del2753_THP2	SD3615b2	ERS952907
Del2754_FMO1	SD3616b	ERS952908
Del2754_FMO1	SD3616b2	ERS952909
Del2755_YHR177W	SD3617b	ERS952910
Del2755_YHR177W	SD3617b2	ERS952911
Del2756_STB5	SD3618b	ERS1019406
Del2756_STB5	SD3618b2	ERS1019407
Del2757_OYE2	SD3619b	ERS952914
Del2757_OYE2	SD3619b2	ERS952915
Del2758_YHR182W	SD3620b	ERS952916
Del2758_YHR182W	SD3620b2	ERS952917
Del2759_GND1	SD3621b	ERS1042733
Del2759_GND1	SD3621b2	ERS1042734
Del2760_SSP1	SD3622b	ERS952920
Del2760_SSP1	SD3622b2	ERS952921
Del2761_PTH1	SD3623b	ERS1041881
Del2761_PTH1	SD3623b2	ERS1041882
Del2762_NVJ1	SD3624b	ERS952924
Del2762_NVJ1	SD3624b2	ERS952925
Del2763_AIM18	SD3625b	ERS952926
